Customer_ID,City,Device_Brand,Plan,Tenure_Months,Repairs_Last_12M,Support_Contacts,Days_Since_Last_Service,Satisfaction_Score,Avg_Response_Hours,Annual_Spend,Warranty_Active,Discount_Used,Churn
C100297,Pune,Lenovo,Premium,30,1,0,29,3.4,23.6,5758.0,No,No,0
C100298,Chennai,Acer,Standard,16,1,1,1,3.2,26.0,4656.0,No,No,0
C100299,Bengaluru,Lenovo,Basic,46,2,1,94,3.9,14.6,6137.0,No,No,0
C100300,Hyderabad,ASUS,Standard,15,2,3,23,3.4,19.8,4287.0,No,Yes,0
C100301,Chennai,Lenovo,Standard,27,3,3,38,2.0,20.8,3481.0,No,No,0
C100302,Delhi,HP,Premium,27,3,5,91,2.5,4.5,3769.0,Yes,No,0
C100303,Hyderabad,HP,Basic,12,2,5,41,4.5,7.7,4420.0,Yes,Yes,0
C100304,Pune,HP,Standard,24,2,4,40,3.6,19.7,6403.0,No,No,1
C100305,Mumbai,Lenovo,Premium,6,0,3,11,2.0,19.0,3875.0,Yes,No,0
C100306,Hyderabad,HP,Standard,31,1,2,1,3.8,10.9,4251.0,No,No,0
C100307,Bengaluru,ASUS,Standard,37,1,2,40,3.0,10.1,5883.0,Yes,Yes,0
C100308,Mumbai,Lenovo,Standard,46,2,3,55,2.7,17.1,4422.0,No,No,1
C100309,Bengaluru,ASUS,Basic,16,1,0,54,2.5,26.9,6922.0,Yes,Yes,0
C100310,Hyderabad,Acer,Standard,14,1,0,32,4.4,17.2,3053.0,No,Yes,0
C100311,Mumbai,HP,Basic,27,1,1,46,1.7,34.2,2641.0,Yes,Yes,0
C100312,Delhi,HP,Basic,34,1,2,1,2.7,11.0,5379.0,Yes,No,0
C100313,Hyderabad,Acer,Standard,48,2,4,58,3.6,19.9,5568.0,No,Yes,0
C100314,Bengaluru,HP,Standard,2,1,0,50,4.9,14.5,3157.0,Yes,No,0
C100315,Bengaluru,HP,Premium,12,1,0,100,4.0,23.9,7353.0,Yes,No,1
C100316,Mumbai,ASUS,Basic,13,4,3,45,2.7,10.2,8457.0,No,Yes,0
C100317,Delhi,Lenovo,Basic,13,1,0,19,4.9,37.3,3607.0,No,No,1
C100318,Delhi,Dell,Premium,23,0,3,44,2.3,,7626.0,Yes,No,0
C100319,Pune,Lenovo,Basic,42,0,1,36,3.7,35.2,800.0,No,Yes,0
C100320,Delhi,Lenovo,Basic,2,2,1,57,3.9,18.9,6845.0,Yes,No,0
C100321,Bengaluru,ASUS,Basic,40,3,2,46,2.7,23.5,3170.0,Yes,No,0
C100322,Hyderabad,Acer,Standard,30,1,1,10,4.1,31.3,6655.0,No,No,0
C100323,Mumbai,Dell,Premium,30,1,1,1,3.0,26.6,2974.0,Yes,No,0
C100324,Pune,Dell,Standard,33,1,2,52,4.1,10.7,4670.0,Yes,No,0
C100325,Pune,Acer,Standard,6,1,3,84,1.8,24.0,3261.0,Yes,No,1
C100326,Bengaluru,Dell,Basic,36,1,1,47,3.8,36.7,4394.0,No,Yes,0
C100327,Bengaluru,HP,Basic,12,2,2,68,3.1,9.1,8277.0,No,Yes,0
C100328,Hyderabad,Dell,Standard,25,1,3,73,,39.2,4595.0,Yes,No,0
C100329,Hyderabad,Dell,Basic,33,2,3,52,3.5,21.9,8810.0,No,No,0
C100330,Mumbai,ASUS,Basic,29,5,5,22,,13.7,4067.0,No,Yes,1
C100331,Mumbai,Dell,Basic,16,3,2,50,4.0,9.1,7634.0,Yes,Yes,0
C100332,Chennai,Dell,Basic,20,2,3,79,3.4,15.8,1711.0,No,No,0
C100333,Bengaluru,ASUS,Standard,23,2,1,60,4.2,1.0,4256.0,Yes,No,0
C100334,Delhi,Dell,Standard,2,3,2,66,4.2,13.8,3781.0,Yes,Yes,0
C100335,Chennai,ASUS,Basic,35,2,1,32,3.9,15.4,7722.0,Yes,Yes,0
C100336,Delhi,Dell,Standard,5,1,2,39,1.4,7.3,5152.0,Yes,Yes,0
C100337,Pune,Dell,Standard,23,1,1,42,2.6,25.5,833.0,No,Yes,0
C100338,Bengaluru,Dell,Standard,32,5,3,44,4.7,15.8,2311.0,No,No,0
C100339,Bengaluru,Acer,Premium,4,3,1,78,2.4,11.6,2876.0,No,Yes,1
C100340,Pune,Acer,Standard,48,3,2,1,4.3,14.7,6575.0,Yes,No,0
C100341,Mumbai,Lenovo,Premium,19,1,2,46,4.1,21.6,6330.0,Yes,Yes,0
C100342,Bengaluru,HP,Basic,1,4,1,43,2.8,18.7,4229.0,Yes,Yes,0
C100343,Mumbai,Dell,Basic,32,2,0,7,1.7,11.0,3758.0,Yes,No,0
C100344,Mumbai,Lenovo,Basic,27,1,3,64,3.0,19.3,6161.0,No,No,1
C100345,Pune,HP,Standard,31,3,2,25,5.0,17.5,2654.0,No,Yes,0
C100346,Bengaluru,Lenovo,Standard,37,2,2,35,2.7,6.6,5670.0,No,Yes,0
C100347,Pune,Acer,Basic,23,4,0,97,2.8,15.1,5508.0,No,No,0
C100348,Pune,ASUS,Standard,40,1,1,73,2.6,23.8,4278.0,Yes,No,1
C100349,Bengaluru,Lenovo,Basic,18,1,0,61,4.6,23.7,5556.0,Yes,No,0
C100350,Hyderabad,Dell,Basic,27,3,2,56,3.3,15.7,4994.0,Yes,No,0
C100351,Mumbai,HP,Basic,8,3,2,40,2.9,24.8,5745.0,No,No,0
C100352,Hyderabad,ASUS,Standard,30,3,2,101,4.8,8.2,2265.0,Yes,No,0
C100353,Bengaluru,Lenovo,Basic,13,2,2,67,4.0,8.5,5968.0,Yes,No,0
C100354,Chennai,Acer,Basic,34,4,5,24,2.7,15.5,6751.0,No,No,1
C100355,Pune,Lenovo,Basic,39,4,3,6,2.4,33.0,5410.0,Yes,No,0
C100356,Pune,Dell,Standard,42,3,4,61,4.5,19.6,5942.0,No,No,0
C100357,Hyderabad,ASUS,Premium,45,5,0,43,3.5,15.2,4591.0,Yes,No,0
C100358,Pune,Acer,Standard,6,5,2,5,2.1,33.4,6494.0,No,Yes,0
C100359,Hyderabad,ASUS,Standard,7,3,2,57,1.9,15.1,4924.0,Yes,No,1
C100360,Delhi,ASUS,Premium,45,4,1,37,2.5,40.3,2619.0,No,Yes,0
C100361,Pune,HP,Premium,19,1,4,60,2.4,12.9,6358.0,No,No,0
C100362,Pune,HP,Standard,2,2,0,57,1.7,7.9,1695.0,Yes,Yes,0
C100363,Bengaluru,HP,Premium,14,0,0,28,2.5,16.3,5337.0,No,Yes,0
C100364,Pune,ASUS,Premium,41,3,3,63,2.7,15.5,4070.0,No,Yes,0
C100365,Hyderabad,Lenovo,Standard,18,3,2,31,3.1,9.9,3949.0,No,Yes,0
C100366,Mumbai,Lenovo,Standard,4,0,2,33,5.0,44.0,5127.0,No,Yes,0
C100367,Chennai,ASUS,Basic,35,1,1,30,3.3,21.2,3452.0,No,Yes,0
C100368,Bengaluru,Acer,Basic,10,1,4,77,3.3,22.6,5773.0,Yes,No,1
C100369,Hyderabad,ASUS,Standard,17,3,2,37,4.0,13.4,4908.0,Yes,No,0
C100370,Delhi,ASUS,Standard,1,2,3,83,3.3,12.2,3627.0,Yes,No,0
C100371,Chennai,Dell,Standard,29,2,2,95,3.9,28.3,7343.0,No,No,0
C100372,Mumbai,HP,Standard,22,5,1,24,3.8,1.2,5189.0,No,Yes,0
C100373,Chennai,Acer,Standard,42,5,2,1,3.6,6.6,5999.0,No,No,0
C100374,Chennai,ASUS,Premium,17,4,4,74,5.0,15.5,7492.0,Yes,No,0
C100375,Pune,Dell,Basic,10,1,0,35,4.3,31.5,7460.0,No,No,0
C100376,Hyderabad,HP,Basic,8,1,2,21,2.5,14.3,5902.0,No,No,0
C100377,Delhi,Lenovo,Standard,10,3,2,29,3.8,22.2,4225.0,Yes,No,0
C100378,Delhi,Acer,Premium,22,1,4,33,2.8,18.3,2084.0,No,No,1
C100379,Chennai,Dell,Premium,5,2,1,81,3.9,31.0,5193.0,Yes,No,0
C100380,Bengaluru,Acer,Premium,20,2,2,49,2.3,2.2,6880.0,No,No,1
C100381,Hyderabad,HP,Premium,42,3,0,81,2.5,25.4,5473.0,Yes,Yes,0
C100382,Pune,HP,Basic,37,0,1,59,3.8,16.0,800.0,No,No,0
C100383,Pune,Lenovo,Standard,31,1,2,36,4.4,27.2,6453.0,Yes,No,0
C100384,Bengaluru,Lenovo,Basic,43,3,2,34,4.0,9.8,6570.0,Yes,Yes,0
C100385,Hyderabad,Acer,Standard,38,1,2,61,4.3,18.2,4228.0,No,No,0
C100386,Hyderabad,HP,Premium,32,1,2,68,3.8,17.0,6678.0,No,No,0
C100387,Hyderabad,ASUS,Basic,42,3,0,73,3.7,8.0,5993.0,Yes,No,0
C100388,Delhi,Dell,Standard,6,1,1,38,3.0,5.2,3498.0,Yes,Yes,0
C100389,Pune,ASUS,Basic,40,3,1,50,4.2,12.2,7215.0,No,No,0
C100390,Hyderabad,Dell,Basic,15,3,1,61,4.4,19.3,2392.0,No,No,0
C100391,Delhi,Acer,Basic,36,2,4,34,3.4,10.4,4691.0,Yes,Yes,0
C100392,Bengaluru,HP,Basic,44,1,2,13,3.4,14.7,4502.0,Yes,No,0
C100393,Chennai,HP,Premium,24,5,2,22,4.9,1.0,3232.0,Yes,No,0
C100394,Mumbai,Dell,Standard,5,2,1,38,3.5,14.3,5377.0,No,Yes,0
C100395,Delhi,Acer,Premium,18,1,0,64,3.6,28.2,7290.0,No,No,0
C100396,Pune,Dell,Standard,20,2,3,80,3.9,25.1,7171.0,No,Yes,0
C100397,Hyderabad,Acer,Basic,45,1,1,7,3.4,17.1,6175.0,Yes,No,0
C100398,Bengaluru,Acer,Basic,46,2,1,28,2.8,20.4,1578.0,No,No,1
C100399,Bengaluru,ASUS,Premium,28,0,0,35,3.8,9.7,2262.0,Yes,Yes,0
C100400,Bengaluru,Acer,Basic,46,4,1,67,3.5,34.2,5116.0,No,No,0
C100401,Pune,HP,Premium,21,3,1,30,5.0,38.7,4735.0,Yes,No,0
C100402,Delhi,Acer,Basic,20,5,4,33,4.2,19.6,3854.0,Yes,No,0
C100403,Bengaluru,ASUS,Standard,41,3,0,5,3.0,43.9,8420.0,Yes,No,0
C100404,Pune,HP,Premium,33,2,2,59,4.2,11.2,5001.0,Yes,No,0
C100405,Chennai,Dell,Basic,26,1,1,40,3.8,5.5,5831.0,Yes,No,0
C100406,Mumbai,ASUS,Basic,22,2,1,27,4.7,10.9,6677.0,No,Yes,0
C100407,Chennai,Dell,Premium,34,3,3,38,3.0,15.8,4904.0,No,No,0
C100408,Hyderabad,Lenovo,Basic,37,2,0,77,3.7,41.1,9723.0,No,No,0
C100409,Pune,HP,Standard,24,0,2,17,3.4,15.2,3013.0,No,No,0
C100410,Hyderabad,Dell,Standard,2,0,0,21,3.6,9.4,3648.0,Yes,No,0
C100411,Bengaluru,Acer,Basic,5,3,2,80,2.7,9.0,3009.0,No,No,1
C100412,Bengaluru,Dell,Standard,7,3,4,47,4.0,29.4,7769.0,Yes,No,0
C100413,Bengaluru,Acer,Standard,23,3,3,64,3.9,28.0,6324.0,Yes,No,0
C100414,Hyderabad,Acer,Basic,30,1,1,56,4.7,13.1,3766.0,Yes,Yes,0
C100415,Hyderabad,Dell,Premium,39,3,5,44,3.5,1.0,3159.0,Yes,No,0
C100416,Delhi,Dell,Basic,12,3,3,35,3.1,6.7,7431.0,No,No,0
C100417,Pune,Acer,Basic,38,6,3,68,4.2,35.2,5487.0,Yes,No,0
C100418,Hyderabad,Lenovo,Standard,32,1,1,78,2.8,24.9,7480.0,Yes,No,0
C100419,Bengaluru,Dell,Premium,3,2,0,75,4.5,18.7,4686.0,No,No,0
C100420,Mumbai,ASUS,Basic,17,3,2,12,4.5,36.7,5772.0,Yes,No,0
C100421,Pune,HP,Basic,15,1,0,82,4.6,37.6,5370.0,No,Yes,0
C100422,Delhi,Dell,Standard,43,2,1,35,3.8,17.6,3614.0,Yes,No,0
C100423,Delhi,ASUS,Premium,45,0,1,24,3.1,17.8,4526.0,No,No,0
C100424,Mumbai,Dell,Basic,40,0,1,40,3.6,12.2,2550.0,No,Yes,0
C100425,Chennai,Lenovo,Standard,26,2,1,68,3.8,15.2,5739.0,Yes,No,0
C100426,Bengaluru,ASUS,Standard,24,1,2,60,3.0,3.1,6246.0,No,No,1
C100427,Pune,Lenovo,Basic,15,4,1,38,4.7,3.1,6681.0,Yes,Yes,0
C100428,Delhi,Lenovo,Basic,38,2,2,68,4.0,1.0,6066.0,Yes,No,0
C100429,Hyderabad,HP,Basic,5,0,4,49,2.7,28.8,4556.0,No,No,0
C100430,Delhi,Dell,Standard,14,1,3,29,5.0,2.4,7749.0,No,Yes,0
C100431,Hyderabad,Lenovo,Standard,7,4,0,25,3.6,37.5,6495.0,Yes,Yes,0
C100432,Delhi,ASUS,Premium,24,2,1,56,2.5,10.7,7438.0,Yes,No,0
C100433,Delhi,Dell,Standard,15,3,2,43,2.8,35.4,7557.0,Yes,No,0
C100434,Hyderabad,ASUS,Standard,10,2,0,6,4.8,14.3,4561.0,No,No,0
C100435,Chennai,Lenovo,Premium,19,2,3,69,5.0,2.3,5537.0,No,Yes,0
C100436,Hyderabad,Lenovo,Standard,42,1,0,32,4.4,30.8,6272.0,Yes,Yes,0
C100437,Mumbai,Dell,Standard,27,1,1,90,4.7,32.0,2617.0,No,No,0
C100438,Pune,Acer,Premium,40,3,1,6,4.6,8.9,2659.0,Yes,No,0
C100439,Hyderabad,Dell,Basic,44,2,6,40,4.0,14.7,2331.0,No,No,0
C100440,Chennai,HP,Standard,44,3,4,25,3.8,8.9,4595.0,No,Yes,0
C100441,Pune,Acer,Standard,17,2,6,18,4.0,16.8,4167.0,No,No,0
C100442,Bengaluru,Dell,Basic,43,2,1,31,4.2,19.1,2072.0,Yes,No,0
C100443,Hyderabad,Lenovo,Standard,44,2,1,95,2.8,14.5,5084.0,Yes,No,1
C100444,Chennai,Lenovo,Basic,47,2,1,49,4.2,1.0,4618.0,Yes,Yes,0
C100445,Mumbai,Dell,Basic,17,3,3,23,4.8,12.2,7046.0,No,No,0
C100446,Mumbai,HP,Standard,11,2,0,1,3.3,25.0,8625.0,No,No,0
C100447,Bengaluru,HP,Basic,29,3,5,1,3.2,15.9,5667.0,Yes,No,1
C100448,Pune,Acer,Standard,45,1,4,30,3.9,14.7,3476.0,Yes,Yes,0
C100449,Mumbai,ASUS,Premium,44,2,2,27,2.9,8.7,6029.0,Yes,Yes,0
C100450,Bengaluru,ASUS,Premium,28,2,2,39,2.3,11.9,4818.0,No,No,0
C100451,Pune,Dell,Basic,8,0,2,1,4.5,32.1,4344.0,No,Yes,0
C100452,Pune,Dell,Basic,21,2,1,42,3.1,6.6,3163.0,Yes,No,0
C100453,Chennai,Dell,Basic,35,2,3,74,3.5,25.2,3918.0,No,No,0
C100454,Hyderabad,Lenovo,Basic,27,1,2,90,3.0,18.5,4462.0,Yes,Yes,0
C100455,Mumbai,Dell,Premium,17,1,1,1,4.6,20.4,6328.0,No,No,0
C100456,Mumbai,HP,Standard,17,0,3,23,4.3,10.7,5771.0,Yes,No,0
C100457,Hyderabad,ASUS,Basic,3,3,1,21,3.3,14.5,8269.0,Yes,Yes,0
C100458,Mumbai,ASUS,Premium,14,3,2,49,2.4,17.9,6081.0,No,No,1
C100459,Pune,ASUS,Standard,33,1,2,11,3.2,12.8,5606.0,No,No,0
C100460,Hyderabad,HP,Basic,12,0,3,92,4.0,21.3,4218.0,Yes,No,0
C100461,Delhi,Acer,Basic,48,3,5,46,3.7,22.6,2829.0,No,Yes,1
C100462,Hyderabad,Acer,Standard,4,2,3,42,3.6,39.7,3717.0,No,No,1
C100463,Delhi,Dell,Standard,29,1,1,90,,20.8,3470.0,Yes,No,0
C100464,Chennai,Lenovo,Basic,24,5,2,45,4.2,1.0,800.0,No,Yes,0
C100465,Hyderabad,Lenovo,Premium,40,1,0,56,3.5,29.6,2884.0,No,No,0
C100466,Pune,HP,Premium,43,0,1,24,3.9,16.0,7844.0,Yes,No,0
C100467,Hyderabad,Acer,Premium,27,3,3,7,2.6,38.1,5500.0,No,No,1
C100468,Mumbai,Acer,Basic,31,2,3,28,5.0,32.7,4085.0,No,No,0
C100469,Bengaluru,Lenovo,Basic,34,1,3,106,3.2,12.9,5557.0,Yes,No,0
C100470,Pune,Acer,Premium,26,3,1,63,3.7,25.2,1089.0,No,No,0
C100471,Delhi,Acer,Basic,9,1,1,53,4.0,12.1,5336.0,Yes,No,0
C100472,Delhi,Lenovo,Standard,21,3,2,18,3.1,18.0,7227.0,No,No,0
C100473,Chennai,HP,Standard,12,5,1,71,3.5,24.8,4570.0,No,No,1
C100474,Chennai,Acer,Basic,23,3,1,7,3.5,29.1,1433.0,Yes,No,0
C100475,Mumbai,Acer,Standard,30,2,2,1,2.7,27.0,4014.0,No,No,0
C100476,Delhi,ASUS,Premium,11,2,1,29,3.9,18.7,7231.0,Yes,No,0
C100477,Pune,Dell,Standard,12,1,3,100,2.0,42.8,5291.0,No,No,1
C100478,Hyderabad,Lenovo,Standard,40,4,1,98,5.0,14.3,2105.0,No,Yes,0
C100479,Mumbai,ASUS,Premium,19,3,2,32,4.2,1.9,9298.0,Yes,No,0
C100480,Hyderabad,Lenovo,Standard,10,2,2,26,4.1,3.9,2418.0,No,Yes,0
C100481,Bengaluru,ASUS,Standard,35,3,2,1,1.9,,4338.0,Yes,No,0
C100482,Delhi,Dell,Premium,35,1,2,47,2.8,17.2,2829.0,No,No,0
C100483,Bengaluru,Dell,Standard,40,1,3,50,4.8,19.6,2832.0,No,No,0
C100484,Delhi,Acer,Basic,37,2,2,67,5.0,12.6,3941.0,No,Yes,1
C100485,Chennai,HP,Basic,48,1,1,70,4.6,13.5,6009.0,Yes,No,0
C100486,Bengaluru,Lenovo,Basic,28,5,2,39,4.4,10.1,7252.0,No,Yes,0
C100487,Chennai,Lenovo,Standard,14,2,3,61,4.0,22.7,4066.0,No,No,0
C100488,Mumbai,Lenovo,Standard,42,3,3,25,2.7,17.0,2881.0,No,No,1
C100489,Delhi,ASUS,Standard,13,1,2,60,4.4,22.4,5709.0,No,No,0
C100490,Mumbai,Dell,Standard,14,2,2,31,2.5,21.4,5765.0,No,Yes,0
C100491,Pune,Acer,Standard,40,1,1,58,2.4,13.7,5257.0,Yes,No,1
C100492,Pune,ASUS,Premium,43,0,2,56,2.4,3.4,5324.0,Yes,No,0
C100493,Delhi,Acer,Basic,17,3,1,47,4.4,2.5,4586.0,No,No,0
C100494,Mumbai,HP,Standard,36,3,1,67,3.4,48.3,4986.0,Yes,No,0
C100495,Bengaluru,Dell,Standard,45,0,2,1,3.6,32.8,4455.0,No,No,1
C100496,Chennai,Acer,Standard,39,1,4,15,3.5,31.4,6833.0,No,Yes,0
C100497,Hyderabad,Lenovo,Basic,1,3,1,37,2.5,11.3,9034.0,No,Yes,1
C100498,Chennai,Dell,Standard,32,1,2,5,2.9,18.1,5141.0,No,No,0
C100499,Pune,HP,Premium,9,3,1,34,2.9,9.8,4788.0,No,No,0
C100500,Chennai,ASUS,Standard,41,2,3,35,2.2,4.9,5286.0,No,Yes,1
C100501,Hyderabad,HP,Premium,4,1,3,82,3.0,12.1,3550.0,No,No,0
C100502,Mumbai,Dell,Premium,48,2,1,49,2.5,31.3,6253.0,Yes,No,0
C100503,Pune,Acer,Basic,9,2,4,74,4.0,26.4,5638.0,Yes,Yes,0
C100504,Pune,Dell,Standard,21,3,2,53,4.1,8.3,4001.0,Yes,No,0
C100505,Bengaluru,ASUS,Standard,12,1,0,30,2.3,14.9,6514.0,No,No,0
C100506,Chennai,ASUS,Premium,40,7,2,49,3.2,25.5,4836.0,Yes,No,0
C100507,Mumbai,ASUS,Basic,19,3,3,65,5.0,12.3,2957.0,No,Yes,0
C100508,Bengaluru,ASUS,Standard,36,2,1,78,2.6,,5468.0,No,No,1
C100509,Bengaluru,HP,Premium,4,2,4,41,3.9,22.0,5250.0,Yes,No,1
C100510,Bengaluru,HP,Basic,22,2,1,1,3.6,21.9,6625.0,No,No,0
C100511,Pune,HP,Standard,44,6,0,1,4.5,20.5,6380.0,Yes,No,0
C100512,Delhi,Lenovo,Standard,45,0,2,36,3.8,11.5,4592.0,No,No,0
C100513,Pune,ASUS,Premium,11,4,1,1,3.1,12.5,3903.0,Yes,Yes,0
C100514,Delhi,Acer,Premium,19,1,1,95,3.6,6.7,4803.0,Yes,No,1
C100515,Pune,Acer,Basic,20,1,5,62,3.6,2.4,5490.0,Yes,No,0
C100516,Hyderabad,ASUS,Standard,28,2,1,27,3.4,16.9,5719.0,No,Yes,0
C100517,Pune,Acer,Basic,26,3,3,14,2.3,26.2,5373.0,Yes,Yes,1
C100518,Hyderabad,HP,Standard,6,3,2,74,4.6,4.2,4628.0,No,No,0
C100519,Chennai,Lenovo,Standard,37,1,2,14,4.5,20.7,6694.0,No,No,0
C100520,Mumbai,Lenovo,Premium,11,2,1,16,2.6,25.8,3519.0,Yes,Yes,0
C100521,Chennai,Dell,Basic,16,1,2,24,3.2,1.0,9511.0,Yes,Yes,0
C100522,Hyderabad,Acer,Basic,41,2,2,48,3.3,15.3,6250.0,Yes,No,0
C100523,Bengaluru,Acer,Standard,34,1,1,62,2.5,34.5,2658.0,No,Yes,1
C100524,Delhi,Acer,Standard,20,0,3,78,1.8,23.5,5152.0,No,No,1
C100525,Bengaluru,Lenovo,Standard,44,1,0,74,2.9,1.0,,Yes,No,0
C100526,Bengaluru,Acer,Basic,19,3,4,45,3.2,24.6,4136.0,No,No,1
C100527,Pune,ASUS,Basic,28,3,0,74,2.2,,1959.0,No,No,0
C100528,Hyderabad,Lenovo,Premium,12,1,0,26,3.7,24.9,2826.0,No,No,0
C100529,Pune,Lenovo,Basic,9,3,1,1,4.5,11.1,5830.0,Yes,No,0
C100530,Pune,Dell,Standard,24,1,1,26,4.3,17.5,1466.0,Yes,No,0
C100531,Mumbai,Acer,Premium,28,3,3,22,3.4,12.6,2046.0,Yes,No,0
C100532,Hyderabad,ASUS,Basic,39,3,2,27,1.8,18.0,5820.0,No,No,1
C100533,Hyderabad,Acer,Standard,19,2,2,18,4.1,12.3,4377.0,No,No,0
C100534,Bengaluru,ASUS,Basic,43,1,5,32,3.6,15.8,3478.0,Yes,No,0
C100535,Mumbai,ASUS,Premium,30,2,2,62,3.9,6.2,3860.0,Yes,No,0
C100536,Hyderabad,Acer,Standard,4,1,0,93,5.0,,2005.0,No,Yes,1
C100537,Chennai,Lenovo,Premium,36,0,3,1,2.8,19.8,5720.0,Yes,No,0
C100538,Hyderabad,Dell,Basic,28,2,3,9,1.0,,3268.0,No,Yes,1
C100539,Mumbai,Dell,Standard,19,4,2,23,2.6,27.9,3782.0,Yes,No,0
C100540,Hyderabad,HP,Standard,23,4,1,66,3.9,16.2,5459.0,Yes,No,0
C100541,Delhi,Lenovo,Basic,15,4,1,39,3.5,19.6,4312.0,No,Yes,0
C100542,Hyderabad,Acer,Basic,30,4,2,25,2.4,25.6,3461.0,Yes,No,0
C100543,Bengaluru,Lenovo,Basic,28,2,3,65,2.2,21.3,1020.0,No,No,1
C100544,Bengaluru,Dell,Premium,22,1,3,72,3.2,29.7,5498.0,Yes,No,1
C100545,Delhi,HP,Standard,14,1,0,44,2.4,15.1,4950.0,Yes,No,0
C100546,Hyderabad,ASUS,Standard,20,2,2,22,4.0,28.3,3817.0,No,No,0
C100547,Chennai,ASUS,Standard,24,3,1,53,3.1,19.2,2829.0,Yes,No,0
C100548,Mumbai,HP,Standard,23,2,1,38,2.9,23.1,4824.0,No,No,0
C100549,Mumbai,ASUS,Standard,15,1,4,38,2.8,22.0,5713.0,No,No,0
C100550,Delhi,Acer,Standard,28,2,1,31,3.7,30.4,4986.0,No,No,1
C100551,Delhi,ASUS,Standard,11,0,1,71,3.5,25.2,7912.0,Yes,Yes,0
C100552,Chennai,ASUS,Basic,25,2,3,52,3.7,13.6,6139.0,Yes,No,0
C100553,Delhi,Acer,Premium,6,2,1,74,3.7,11.6,4596.0,Yes,No,0
C100554,Bengaluru,HP,Premium,23,2,1,82,3.4,17.5,6203.0,No,Yes,1
C100555,Pune,Acer,Basic,38,3,3,58,2.6,10.4,4892.0,Yes,No,1
C100556,Mumbai,HP,Standard,40,1,3,31,2.8,7.5,4886.0,Yes,No,0
C100557,Delhi,HP,Basic,34,1,1,74,3.1,1.0,7263.0,No,No,0
C100558,Pune,Acer,Premium,36,2,1,58,5.0,2.5,3094.0,Yes,Yes,0
C100559,Delhi,Lenovo,Premium,4,0,2,118,2.3,37.9,4844.0,No,No,0
C100560,Pune,Lenovo,Premium,17,3,2,54,3.1,11.4,7060.0,Yes,No,0
C100561,Mumbai,HP,Basic,32,1,2,65,3.6,37.0,5387.0,No,Yes,0
C100562,Hyderabad,Lenovo,Basic,39,3,3,53,3.2,22.0,4099.0,No,No,0
C100563,Chennai,Dell,Basic,28,2,0,42,4.5,17.5,1558.0,Yes,No,0
C100564,Bengaluru,Acer,Basic,41,4,0,38,3.2,3.0,,No,Yes,0
C100565,Pune,Lenovo,Basic,14,2,3,53,3.3,18.0,8745.0,No,No,1
C100566,Bengaluru,ASUS,Basic,8,2,3,60,4.2,,5386.0,Yes,Yes,0
C100567,Bengaluru,Lenovo,Premium,5,2,1,77,5.0,33.6,3690.0,No,No,1
C100568,Bengaluru,Lenovo,Basic,28,1,1,54,4.8,20.7,5464.0,No,No,0
C100569,Mumbai,Dell,Basic,32,0,2,32,3.4,6.5,2999.0,No,No,0
C100570,Mumbai,Dell,Premium,14,1,1,36,3.5,8.4,4171.0,No,No,0
C100571,Pune,HP,Standard,38,2,2,8,3.5,9.5,3012.0,Yes,No,0
C100572,Chennai,HP,Standard,36,6,2,92,3.6,30.8,2115.0,Yes,Yes,1
C100573,Bengaluru,HP,Standard,18,1,2,30,2.7,34.3,801.0,Yes,No,0
C100574,Hyderabad,HP,Premium,12,1,3,72,4.3,20.0,1764.0,Yes,Yes,0
C100575,Hyderabad,Acer,Standard,36,2,2,53,3.7,15.0,6740.0,Yes,No,0
C100576,Chennai,Dell,Standard,33,1,1,54,3.5,33.5,2925.0,Yes,Yes,0
C100577,Pune,HP,Standard,9,4,3,42,2.4,8.2,5816.0,Yes,No,0
C100578,Mumbai,Dell,Standard,13,0,2,23,3.6,18.5,6618.0,No,No,0
C100579,Pune,HP,Basic,24,4,2,18,1.8,22.6,4832.0,Yes,Yes,0
C100580,Hyderabad,Acer,Standard,25,3,5,93,3.0,9.4,,No,Yes,0
C100581,Hyderabad,Dell,Basic,8,3,1,48,3.0,11.6,5053.0,No,Yes,0
C100582,Pune,HP,Standard,46,2,3,77,3.8,10.9,4008.0,No,Yes,0
C100583,Hyderabad,Dell,Basic,19,2,4,84,5.0,32.2,7087.0,Yes,No,0
C100584,Hyderabad,ASUS,Basic,19,3,2,33,4.0,37.1,8365.0,No,No,1
C100585,Chennai,Acer,Basic,3,1,4,57,4.8,19.1,7555.0,No,No,0
C100586,Pune,HP,Premium,43,4,2,46,4.1,15.3,800.0,No,Yes,1
C100587,Delhi,Dell,Basic,12,3,3,13,4.5,12.0,3970.0,Yes,No,0
C100588,Hyderabad,Dell,Standard,48,0,2,40,5.0,18.0,4808.0,Yes,No,0
C100589,Pune,Lenovo,Premium,24,1,0,61,2.8,,5680.0,No,No,0
C100590,Pune,Acer,Basic,42,2,0,31,2.8,17.0,1518.0,Yes,Yes,0
C100591,Delhi,Lenovo,Standard,9,2,4,36,4.1,22.1,1487.0,No,No,0
C100592,Pune,ASUS,Basic,8,1,2,40,3.5,13.9,7283.0,No,Yes,0
C100593,Bengaluru,HP,Basic,39,1,2,104,3.7,16.1,3738.0,No,No,1
C100594,Pune,HP,Standard,40,3,2,1,3.3,,1974.0,No,No,0
